#ra, dec, redshift, g_ab, r_ab, i_ab, z_ab, absmag_r_total, bulge_n, disk_n, BulgeHalfLightRadius, gal_type, mass_stellar, mass_halo
9.9948, 0.0167, 3.7574, 29.5283, 27.9177, 27.4855, 27.4566, -20.5043, 4.0000, 1.0000, 0.0000, nan, 0.0843, 6.4549
9.9980, 0.0168, 2.2140, 26.9203, 26.8887, 26.9169, 26.3455, -22.1589, 4.0000, 1.0000, 0.1848, nan, 1.3388, 35.8894
9.9995, 0.0174, 0.2736, 27.5808, 26.6644, 26.2944, 26.1137, -14.5907, 4.0000, 1.0000, 0.0000, nan, 0.0027, 1.6352
9.9974, 0.0176, 0.8199, 27.7092, 27.4524, 26.7466, 26.4767, -17.0340, 4.0000, 1.0000, 0.0000, nan, 0.0159, 2.6680
9.9987, 0.0185, 1.4837, 26.5154, 26.5320, 26.3127, 26.1176, -20.1039, 4.0000, 1.0000, 0.0000, nan, 0.1948, 10.9303
9.9978, 0.0184, 1.6679, 26.2525, 26.3962, 25.8694, 25.6459, -21.1222, 4.0000, 1.0000, 0.1138, nan, 0.4607, 25.0451
9.9980, 0.0183, 0.3472, 26.8520, 25.6475, 25.2174, 24.9985, -16.3158, 4.0000, 1.0000, 0.0000, nan, 0.0130, 1.8074
9.9936, 0.0114, 0.3282, 28.0970, 26.8613, 26.3637, 26.1131, -15.1102, 4.0000, 1.0000, 0.0000, nan, 0.0074, 1.5492
9.9942, 0.0132, 0.9740, 27.4303, 27.2198, 26.6924, 26.2179, -17.8085, 4.0000, 1.0000, 0.0000, nan, 0.0283, 3.7008
9.9943, 0.0149, 2.4344, 27.2808, 27.0960, 27.3259, 27.0433, -19.8338, 4.0000, 1.0000, 0.0000, nan, 0.0906, 7.3156
9.9940, 0.0148, 1.3660, 26.7811, 26.6284, 26.3002, 25.9468, -19.6492, 4.0000, 1.0000, 0.0823, nan, 0.1370, 7.4877
9.9932, 0.0125, 0.8266, 27.8902, 27.4633, 26.6481, 26.3260, -17.2542, 4.0000, 1.0000, 0.0000, nan, 0.0141, 1.7213
9.9918, 0.0135, 2.4068, 27.0758, 27.0282, 27.2082, 27.0656, -19.8568, 4.0000, 1.0000, 0.0000, nan, 0.0956, 8.0041
9.9921, 0.0128, 1.0274, 27.3642, 27.2946, 26.8959, 26.3846, -17.5158, 4.0000, 1.0000, 0.0000, nan, 0.0123, 2.7541
9.9994, 0.0131, 0.8266, 27.5737, 25.7348, 24.6522, 23.9619, -20.1593, 4.0000, 1.0000, 0.2228, nan, 0.7024, 3.2705
9.9992, 0.0129, 1.8552, 27.5836, 27.6938, 27.6809, 27.5687, -18.6169, 4.0000, 1.0000, 0.0000, nan, 0.0349, 4.6475
9.9999, 0.0129, 0.2093, 27.8837, 27.1971, 26.9223, 26.7826, -13.2663, 4.0000, 1.0000, 0.0000, nan, 0.0008, 1.2910
9.9994, 0.0128, 1.3339, 24.2199, 23.7580, 23.2619, 22.8143, -23.5415, 4.0000, 1.0000, 0.1204, nan, 6.5864, 208.4510
9.9996, 0.0128, 0.4782, 26.9117, 25.5002, 25.0243, 24.7766, -17.4054, 4.0000, 1.0000, 0.0000, nan, 0.0265, 2.9262
10.0066, -0.0026, 0.5671, 28.4432, 27.7805, 27.4730, 27.4323, -14.9715, 4.0000, 1.0000, 0.0000, nan, 0.0012, 2.4959
10.0068, -0.0020, 1.4473, 27.8841, 27.7381, 27.4346, 27.2725, -18.0317, 4.0000, 1.0000, 0.0000, nan, 0.0097, 1.8074
10.0072, -0.0025, 1.6711, 26.4244, 26.5181, 26.5371, 26.4832, -19.2151, 4.0000, 1.0000, 0.0000, nan, 0.0534, 4.3033
10.0079, -0.0005, 0.9652, 27.9437, 27.6257, 27.0584, 26.6063, -17.3974, 4.0000, 1.0000, 0.0000, nan, 0.0210, 2.8402
10.0079, -0.0005, 0.8720, 27.9110, 27.8513, 27.5700, 27.4436, -16.0421, 4.0000, 1.0000, 0.0000, nan, 0.0028, 1.4631
10.0073, -0.0014, 0.8645, 26.1834, 25.3681, 24.4135, 23.9216, -20.5069, 4.0000, 1.0000, 0.0000, nan, 0.6090, 16.4385
10.0072, -0.0014, 1.9668, 26.2487, 26.3253, 26.3386, 26.2196, -20.5661, 4.0000, 1.0000, 0.0745, nan, 0.2582, 12.7377
10.0039, -0.0044, 1.3643, 27.4357, 27.1426, 26.9704, 26.8908, -17.6996, 4.0000, 1.0000, 0.0000, nan, 0.0089, 3.0123
10.0041, -0.0047, 1.8100, 27.3947, 27.7512, 27.3157, 27.2257, -17.7178, 4.0000, 1.0000, 0.0000, nan, 0.0065, 1.5492
10.0043, -0.0042, 2.4524, 25.3985, 25.3659, 25.5096, 25.4543, -21.3671, 4.0000, 1.0000, 0.0830, nan, 0.3603, 30.8115
10.0045, -0.0048, 1.7158, 27.7700, 27.0692, 25.9309, 25.1378, -22.2272, 4.0000, 1.0000, 0.2427, nan, 3.8406, 1929.5062
10.0051, -0.0045, 0.3824, 27.0218, 25.8659, 25.5728, 25.4131, -16.1134, 4.0000, 1.0000, 0.0000, nan, 0.0054, 1.5492
10.0053, -0.0006, 0.4071, 23.8721, 22.8843, 22.5768, 22.3920, -19.4137, 4.0000, 1.0000, 0.0000, nan, 0.1601, 10.7582
10.0054, -0.0008, 1.7133, 23.3405, 23.5388, 23.1492, 23.0612, -23.5442, 4.0000, 1.0000, 0.0951, nan, 1.0636, 71.0902
10.0053, -0.0026, 0.6740, 25.1808, 23.6390, 22.5655, 22.1393, -21.2093, 4.0000, 1.0000, 0.3575, nan, 2.0165, 93.5534
10.0054, -0.0025, 1.1881, 27.1371, 27.0462, 26.8195, 26.2498, -18.7801, 4.0000, 1.0000, 0.0000, nan, 0.0613, 6.2828
10.0007, -0.0054, 1.9639, 25.8950, 26.1044, 25.7554, 25.4444, -22.0054, 4.0000, 1.0000, 0.0760, nan, 0.6583, 37.8689
10.0025, -0.0040, 0.4842, 23.7530, 22.5442, 21.8453, 21.4843, -21.6193, 4.0000, 1.0000, 0.3682, nan, 1.8789, 71.9509
10.0024, -0.0042, 0.6285, 25.8148, 24.3808, 23.3046, 22.8384, -20.9662, 4.0000, 1.0000, 0.2004, nan, 1.4994, 11.5328
10.0049, -0.0034, 1.4897, 27.6077, 27.7054, 27.6493, 27.5446, -17.9439, 4.0000, 1.0000, 0.0000, nan, 0.0220, 3.6148
10.0051, -0.0031, 0.9363, 26.9580, 26.8238, 26.2995, 25.8838, -18.2601, 4.0000, 1.0000, 0.0000, nan, 0.0272, 3.3566
10.0004, -0.0205, 0.9500, 26.0769, 24.1084, 23.0764, 22.2777, -22.2397, 4.0000, 1.0000, 0.6864, nan, 4.7387, 1183.3169
10.0030, -0.0190, 1.6135, 27.7595, 27.9789, 27.7414, 27.7602, -17.1132, 4.0000, 1.0000, 0.0000, nan, 0.0047, 1.8934
10.0038, -0.0170, 0.8492, 27.5492, 26.3623, 25.2219, 24.7638, -19.0850, 4.0000, 1.0000, 0.0000, nan, 0.1119, 1.9795
10.0008, -0.0167, 0.7639, 27.9356, 27.4631, 26.6947, 26.4578, -17.0590, 4.0000, 1.0000, 0.0000, nan, 0.0140, 1.8934
10.0010, -0.0167, 0.2662, 28.6250, 27.9574, 27.7477, 27.6337, -13.0040, 4.0000, 1.0000, 0.0000, nan, 0.0003, 1.8074
10.0018, -0.0174, 2.4525, 27.1456, 27.1058, 27.1767, 27.1622, -19.9733, 4.0000, 1.0000, 0.0000, nan, 0.1223, 8.5205
10.0021, -0.0173, 1.5834, 27.7315, 27.7782, 27.4300, 27.2054, -19.0193, 4.0000, 1.0000, 0.0000, nan, 0.1190, 6.6271
10.0027, -0.0187, 1.5389, 26.7406, 26.8522, 26.6637, 26.6710, -18.1204, 4.0000, 1.0000, 0.0000, nan, 0.0111, 4.9057
10.0027, -0.0179, 0.9463, 25.1065, 24.4918, 23.7369, 23.1652, -21.2943, 4.0000, 1.0000, 0.0000, nan, 0.7342, 20.6558
10.0024, -0.0185, 1.7614, 26.2568, 26.3125, 26.3342, 26.2043, -20.0622, 4.0000, 1.0000, 0.0928, nan, 0.1960, 10.1557
10.0022, -0.0179, 1.9698, 26.6405, 26.6917, 26.7753, 26.7270, -19.7144, 4.0000, 1.0000, 0.0000, nan, 0.0978, 7.8320
10.0083, -0.0131, 2.1184, 25.6011, 25.7072, 25.5353, 25.0137, -23.2778, 4.0000, 1.0000, 0.1503, nan, 3.8651, 126.5165
10.0089, -0.0125, 1.2262, 28.2878, 27.9193, 27.7501, 27.0394, -17.4223, 4.0000, 1.0000, 0.0000, nan, 0.0100, 3.3566
10.0084, -0.0130, 1.8121, 27.7383, 27.7370, 27.7130, 27.4647, -19.0830, 4.0000, 1.0000, 0.0415, nan, 0.0785, 5.3361
10.0060, -0.0113, 1.8226, 27.3179, 27.7081, 27.3663, 27.3109, -17.7801, 4.0000, 1.0000, 0.0000, nan, 0.0055, 2.0656
10.0062, -0.0112, 0.7122, 28.2314, 27.9508, 27.4004, 27.3633, -15.5903, 4.0000, 1.0000, 0.0000, nan, 0.0021, 1.4631
10.0060, -0.0126, 1.7295, 23.5864, 23.7391, 23.4364, 23.2431, -23.2467, 4.0000, 1.0000, 0.1399, nan, 3.8682, 246.4921
9.9979, 0.0111, 0.8266, 25.9943, 24.1513, 23.0446, 22.3421, -21.8441, 4.0000, 1.0000, 0.2188, nan, 3.3101, 260.6929
9.9979, 0.0113, 0.9504, 27.7253, 27.5610, 27.0114, 26.5770, -17.3583, 4.0000, 1.0000, 0.0000, nan, 0.0167, 3.0123
9.9986, 0.0122, 2.3856, 25.4377, 25.3771, 25.5282, 25.3707, -22.1565, 4.0000, 1.0000, 0.1094, nan, 0.9409, 36.4058
9.9992, 0.0119, 1.9636, 26.4603, 26.5448, 26.6362, 26.6178, -19.3084, 4.0000, 1.0000, 0.2217, nan, 0.0612, 3.5287
9.9975, 0.0140, 4.7762, 27.8071, 27.9747, 27.3277, 27.2050, -19.3540, 4.0000, 1.0000, 0.0000, nan, 0.0296, 4.0451
9.9981, 0.0142, 1.0441, 24.5779, 23.8253, 23.1816, 22.4566, -22.4099, 4.0000, 1.0000, 0.1403, nan, 3.0363, 98.4591
9.9990, 0.0144, 0.7784, 21.9602, 21.8113, 21.2396, 21.1042, -22.5335, 4.0000, 1.0000, 0.1694, nan, 1.3350, 39.5902
9.9989, 0.0142, 2.4720, 28.2708, 27.9589, 28.3048, 27.8546, -20.8019, 4.0000, 1.0000, 0.0000, nan, 0.3832, 13.9426
9.9956, 0.0113, 0.3132, 24.4486, 24.1280, 23.9973, 23.9215, -17.1138, 4.0000, 1.0000, 0.0000, nan, 0.0078, 2.0656
9.9958, 0.0122, 1.0409, 28.2619, 27.9113, 27.3688, 26.7161, -17.5876, 4.0000, 1.0000, 0.0000, nan, 0.0238, 4.4754
9.9958, 0.0116, 1.1783, 25.1748, 25.0810, 24.8575, 24.2788, -20.5691, 4.0000, 1.0000, 0.1196, nan, 0.3890, 18.6763
9.9969, 0.0120, 1.8701, 26.7801, 26.9964, 26.5849, 26.3616, -19.9295, 4.0000, 1.0000, 0.0000, nan, 0.0868, 11.5328
9.9977, 0.0134, 0.5206, 28.6610, 27.5031, 27.0493, 26.8570, -15.4886, 4.0000, 1.0000, 0.0000, nan, 0.0040, 1.3771
9.9992, 0.0130, 0.5745, 27.1650, 25.7482, 24.8928, 24.5332, -18.2445, 4.0000, 1.0000, 0.0000, nan, 0.1190, 3.1844
9.9986, 0.0137, 1.2689, 25.6968, 25.4732, 24.9698, 24.4208, -21.1862, 4.0000, 1.0000, 0.0689, nan, 0.7727, 37.4386
9.9983, 0.0130, 1.1513, 27.7727, 27.4993, 27.0979, 26.3785, -18.3321, 4.0000, 1.0000, 0.0000, nan, 0.0486, 3.0123
9.9949, 0.0134, 1.8233, 25.1623, 25.2175, 25.2746, 25.1773, -21.0013, 4.0000, 1.0000, 0.0000, nan, 0.3858, 25.8197
9.9954, 0.0131, 2.1754, 27.5101, 27.5126, 27.5636, 27.5187, -19.4261, 4.0000, 1.0000, 0.0578, nan, 0.0988, 6.2828
9.9956, 0.0129, 1.5538, 24.5673, 24.5527, 24.2167, 24.0956, -21.7331, 4.0000, 1.0000, 0.1094, nan, 0.6082, 20.9140
9.9994, 0.0161, 2.8397, 26.0514, 26.0686, 26.1270, 26.1808, -20.4567, 4.0000, 1.0000, 0.0000, nan, 0.1137, 8.4344
9.9989, 0.0156, 1.1262, 27.7019, 27.6697, 27.4450, 26.8136, -17.3834, 4.0000, 1.0000, 0.0000, nan, 0.0116, 2.4098
9.9993, 0.0159, 1.2418, 22.4056, 22.0500, 21.9097, 21.5189, -23.1621, 4.0000, 1.0000, 0.1344, nan, 1.9807, 146.3977
9.9975, 0.0157, 0.6646, 26.6761, 26.3558, 25.9278, 25.9198, -16.8262, 4.0000, 1.0000, 0.0000, nan, 0.0058, 2.5820
9.9956, 0.0163, 2.5593, 27.3175, 26.9838, 27.3815, 27.0541, -20.6524, 4.0000, 1.0000, 0.0372, nan, 0.2323, 10.1557
9.9949, 0.0159, 0.7876, 28.2516, 27.4433, 26.4924, 26.0943, -17.5919, 4.0000, 1.0000, 0.0000, nan, 0.0350, 3.2705
9.9951, 0.0144, 0.9526, 25.5078, 25.3000, 24.8462, 24.5209, -19.1072, 4.0000, 1.0000, 0.3126, nan, 0.0372, 5.3361
9.9969, 0.0153, 0.5426, 28.2614, 27.0856, 26.5460, 26.3093, -16.1804, 4.0000, 1.0000, 0.0000, nan, 0.0089, 1.3771
9.9968, 0.0156, 0.9548, 29.2751, 27.6777, 26.6709, 25.9276, -18.5100, 4.0000, 1.0000, 0.0441, nan, 0.1095, 2.0656
9.9971, 0.0143, 1.0399, 27.5329, 27.4212, 27.4310, 27.3394, -16.2359, 4.0000, 1.0000, 0.0000, nan, 0.0017, 1.8934
9.9793, 0.0002, 3.1745, 28.6321, 27.6964, 27.6258, 27.8483, -19.6838, 4.0000, 1.0000, 0.3518, nan, 0.0689, 3.2705
9.9807, 0.0001, 2.9094, 26.2859, 26.2902, 26.3437, 26.3873, -20.3944, 4.0000, 1.0000, 0.0000, nan, 0.1145, 12.1353
9.9804, 0.0005, 2.0506, 27.8214, 27.9348, 27.9255, 27.7786, -18.9315, 4.0000, 1.0000, 0.0000, nan, 0.0707, 4.9918
9.9795, 0.0002, 0.1478, 21.9283, 21.6059, 21.4824, 21.3931, -17.8954, 4.0000, 1.0000, 0.0000, nan, 0.0291, 2.7541
9.9832, 0.0007, 1.2889, 29.5943, 27.6802, 26.2242, 25.5637, -20.6658, 4.0000, 1.0000, 0.2502, nan, 0.9922, 1.8934
9.9818, 0.0009, 0.9935, 26.2844, 25.0332, 24.1548, 23.3928, -21.5470, 4.0000, 1.0000, 0.3013, nan, 1.4590, 28.4877
9.9823, 0.0013, 0.8206, 26.9622, 26.4704, 25.6265, 25.2964, -18.2894, 4.0000, 1.0000, 0.0000, nan, 0.0465, 2.1516
9.9817, 0.0032, 2.9916, 28.6900, 27.8293, 27.7658, 28.1173, -22.1650, 4.0000, 1.0000, 0.0000, nan, 0.5287, 25.4754
9.9831, 0.0031, 1.2365, 27.2614, 27.2415, 27.1280, 26.6392, -18.0468, 4.0000, 1.0000, 0.0000, nan, 0.0186, 3.3566
9.9829, 0.0038, 1.0889, 28.0140, 26.8912, 26.0521, 25.1103, -19.5191, 4.0000, 1.0000, 0.1340, nan, 0.1410, 8.0041
9.9823, 0.0022, 1.8862, 26.8053, 27.1662, 26.5837, 26.3061, -20.5359, 4.0000, 1.0000, 0.0000, nan, 0.2429, 12.4795
9.9824, 0.0022, 1.3476, 23.1955, 23.1085, 22.7986, 22.4794, -23.4181, 4.0000, 1.0000, 0.9408, nan, 8.8645, 257.7667
9.9813, 0.0026, 0.9088, 28.5705, 26.8932, 25.8068, 25.0976, -19.2353, 4.0000, 1.0000, 0.0802, nan, 0.2831, 3.5287
9.9815, 0.0021, 0.9670, 26.3312, 26.4477, 26.4893, 26.5420, -16.6109, 4.0000, 1.0000, 0.0000, nan, 0.0028, 3.2705
9.9818, 0.0016, 2.2320, 27.9032, 27.7605, 27.7211, 27.2033, -21.8420, 4.0000, 1.0000, 0.1904, nan, 1.1621, 24.8730
9.9888, 0.0014, 1.1273, 26.8071, 26.5028, 25.9957, 25.2762, -19.6299, 4.0000, 1.0000, 0.1232, nan, 0.2178, 8.6926
9.9869, 0.0001, 1.5594, 27.7349, 27.7979, 27.6661, 27.5008, -18.7593, 4.0000, 1.0000, 0.0000, nan, 0.0503, 5.3361
9.9871, 0.0004, 1.2941, 27.7702, 27.7489, 27.7851, 27.6578, -16.8589, 4.0000, 1.0000, 0.0000, nan, 0.0045, 2.4098
9.9872, 0.0005, 4.0836, 28.5776, 26.6045, 26.1297, 26.0403, -22.0416, 4.0000, 1.0000, 0.2825, nan, 0.5707, 27.5410
9.9879, 0.0005, 2.2299, 26.6188, 26.6880, 26.7653, 26.7915, -19.7612, 4.0000, 1.0000, 0.0000, nan, 0.0769, 5.9385
9.9890, 0.0054, 1.2980, 28.0750, 27.8082, 27.7414, 27.6561, -16.4324, 4.0000, 1.0000, 0.0000, nan, 0.0016, 1.2910
9.9868, 0.0027, 1.4496, 23.8154, 23.8575, 23.6247, 23.3893, -22.4514, 4.0000, 1.0000, 0.3780, nan, 2.1370, 65.6681
9.9874, 0.0029, 0.3975, 22.6208, 21.7357, 21.4335, 21.2387, -20.5205, 4.0000, 1.0000, 0.0000, nan, 0.5621, 20.1394
9.9871, 0.0031, 2.4643, 27.9062, 27.7316, 28.2480, 27.8066, -18.4761, 4.0000, 1.0000, 0.0000, nan, 0.0209, 1.7213
9.9878, 0.0029, 1.1073, 26.9280, 26.6842, 26.3269, 25.6855, -18.8962, 4.0000, 1.0000, 0.0000, nan, 0.0868, 1.8934
9.9880, 0.0033, 1.3005, 27.7702, 27.5656, 27.3580, 26.9469, -18.1625, 4.0000, 1.0000, 0.0000, nan, 0.0384, 4.3033
9.9855, 0.0003, 0.6991, 23.0053, 21.4296, 20.2982, 19.8392, -23.6043, 4.0000, 1.0000, 0.6845, nan, 21.4343, 2848.5156
9.9856, 0.0006, 0.5351, 27.6838, 27.0712, 26.8648, 26.8261, -15.4398, 4.0000, 1.0000, 0.0000, nan, 0.0014, 1.6352
9.9862, 0.0019, 1.0289, 26.6279, 26.3945, 25.9813, 25.4231, -19.1997, 4.0000, 1.0000, 0.0000, nan, 0.1018, 2.2377
9.9850, 0.0004, 2.2515, 28.1085, 27.9370, 27.9829, 27.5771, -19.2262, 4.0000, 1.0000, 0.0000, nan, 0.0377, 6.3689
9.9852, 0.0006, 1.4025, 27.9180, 27.8078, 27.4944, 27.2074, -18.4680, 4.0000, 1.0000, 0.0000, nan, 0.0495, 4.3033
9.9863, 0.0020, 1.3327, 26.5321, 26.3678, 25.9546, 25.5400, -20.2996, 4.0000, 1.0000, 0.1680, nan, 0.2847, 12.8238
9.9874, 0.0013, 3.3478, 27.8248, 27.6179, 27.6335, 27.6271, -20.4516, 4.0000, 1.0000, 0.1068, nan, 0.2004, 10.4139
9.9883, 0.0024, 1.3960, 27.1589, 27.0429, 26.7297, 26.4332, -19.2236, 4.0000, 1.0000, 0.0000, nan, 0.0960, 7.3156
9.9876, 0.0020, 0.3676, 29.1637, 27.9420, 27.4424, 27.1664, -14.3399, 4.0000, 1.0000, 0.0000, nan, 0.0032, 1.4631
9.9871, 0.0014, 3.1585, 27.7770, 27.6421, 27.7489, 27.8819, -17.7167, 4.0000, 1.0000, 0.0000, nan, 0.0031, 2.1516
9.9870, 0.0019, 2.4322, 27.3189, 27.3066, 27.3859, 27.3852, -19.9787, 4.0000, 1.0000, 0.0000, nan, 0.1496, 7.6598
9.9872, 0.0020, 0.8762, 26.3052, 26.1801, 25.8760, 25.7293, -17.8180, 4.0000, 1.0000, 0.0000, nan, 0.0138, 1.2049
9.9884, 0.0098, 2.0011, 27.2302, 27.5469, 27.1272, 26.7646, -20.4354, 4.0000, 1.0000, 0.0000, nan, 0.1680, 14.4590
9.9875, 0.0087, 1.7171, 27.6682, 27.7398, 27.6254, 27.4583, -18.7428, 4.0000, 1.0000, 0.0000, nan, 0.0363, 2.4098
9.9875, 0.0093, 0.6682, 25.8632, 25.3900, 24.8757, 24.7832, -18.1328, 4.0000, 1.0000, 0.0000, nan, 0.0356, 4.9918
9.9889, 0.0088, 0.7316, 25.8915, 25.6904, 25.4135, 25.3900, -17.6905, 4.0000, 1.0000, 0.0000, nan, 0.0108, 2.4098
9.9878, 0.0087, 1.5576, 27.7717, 27.8295, 27.6406, 27.4812, -18.3997, 4.0000, 1.0000, 0.0000, nan, 0.0470, 4.5615
9.9878, 0.0096, 0.3473, 25.3333, 24.2205, 23.8895, 23.7121, -17.6041, 4.0000, 1.0000, 0.0000, nan, 0.0422, 2.8402
9.9859, 0.0064, 1.8068, 27.8251, 27.9945, 27.8045, 27.6312, -18.7135, 4.0000, 1.0000, 0.0000, nan, 0.0509, 5.1639
9.9857, 0.0062, 2.1466, 25.0932, 25.1430, 25.2270, 25.2275, -21.4936, 4.0000, 1.0000, 0.0000, nan, 0.3931, 16.9549
9.9854, 0.0070, 0.8799, 27.3188, 26.0935, 24.9887, 24.4660, -19.4791, 4.0000, 1.0000, 0.0881, nan, 0.1635, 7.4016
9.9850, 0.0063, 1.6731, 27.7260, 27.8471, 27.7061, 27.6054, -18.2988, 4.0000, 1.0000, 0.0000, nan, 0.0271, 3.7869
9.9889, 0.0062, 1.7866, 25.7807, 25.9727, 25.5170, 25.3323, -20.7532, 4.0000, 1.0000, 0.0545, nan, 0.2422, 19.7090
9.9888, 0.0079, 1.9884, 25.9632, 26.1473, 25.9366, 25.6627, -21.6129, 4.0000, 1.0000, 0.1319, nan, 0.7152, 51.0369
9.9871, 0.0061, 1.3225, 26.9268, 26.9954, 26.8539, 26.5690, -18.7601, 4.0000, 1.0000, 0.0000, nan, 0.0501, 5.3361
9.9866, 0.0060, 3.7848, 28.1880, 27.7092, 27.7285, 27.8059, -17.9049, 4.0000, 1.0000, 0.0000, nan, 0.0035, 1.8934
9.9880, 0.0074, 1.1067, 26.7162, 26.5313, 26.2493, 25.6375, -18.7092, 4.0000, 1.0000, 0.0000, nan, 0.0476, 5.7664
9.9881, 0.0077, 0.3471, 25.2201, 23.8882, 23.3473, 23.0639, -18.2928, 4.0000, 1.0000, 0.3807, nan, 0.1590, 2.4098
9.9866, 0.0074, 1.5190, 27.4936, 27.5576, 27.4694, 27.4818, -17.5823, 4.0000, 1.0000, 0.0000, nan, 0.0102, 2.3238
9.9876, 0.0077, 0.7033, 24.8235, 24.4698, 23.8989, 23.8130, -19.2373, 4.0000, 1.0000, 0.0000, nan, 0.0580, 9.3812
9.9877, 0.0042, 0.6300, 26.8262, 25.8078, 25.0549, 24.7919, -18.1825, 4.0000, 1.0000, 0.0000, nan, 0.0533, 3.3566
9.9882, 0.0049, 0.4288, 22.8369, 21.8123, 21.4002, 21.1333, -21.1451, 4.0000, 1.0000, 0.2051, nan, 1.0008, 29.4345
9.9870, 0.0036, 1.8270, 26.1706, 26.3828, 26.0564, 25.8372, -21.0493, 4.0000, 1.0000, 0.1037, nan, 0.2936, 14.8894
9.9873, 0.0040, 1.5505, 27.6391, 27.8047, 27.7633, 27.8374, -16.6048, 4.0000, 1.0000, 0.0000, nan, 0.0019, 1.8074
9.9842, 0.0049, 1.2128, 27.5496, 27.5575, 27.4119, 26.8353, -17.6525, 4.0000, 1.0000, 0.0000, nan, 0.0176, 3.3566
9.9843, 0.0041, 1.0285, 27.7869, 27.4862, 27.0312, 26.4820, -17.7642, 4.0000, 1.0000, 0.0000, nan, 0.0232, 2.6680
9.9851, 0.0053, 1.5907, 27.9813, 27.9335, 27.5312, 27.3720, -18.2919, 4.0000, 1.0000, 0.0000, nan, 0.0155, 4.7336
9.9851, 0.0048, 2.5217, 26.9850, 26.7236, 26.9081, 26.7137, -21.4881, 4.0000, 1.0000, 0.1043, nan, 0.6391, 18.4181
9.9854, 0.0053, 0.8965, 28.1895, 27.6742, 26.8744, 26.4252, -17.4794, 4.0000, 1.0000, 0.0000, nan, 0.0298, 2.6680
9.9836, 0.0013, 0.3571, 23.1358, 22.2738, 21.9687, 21.7866, -19.6231, 4.0000, 1.0000, 0.0000, nan, 0.2631, 11.7910
9.9837, 0.0007, 1.5256, 26.4594, 26.4687, 26.2081, 26.0111, -20.2942, 4.0000, 1.0000, 0.0572, nan, 0.2292, 10.8443
9.9859, 0.0027, 4.7047, 28.9926, 27.3837, 27.2335, 27.2525, -21.0251, 4.0000, 1.0000, 0.0000, nan, 0.3410, 17.1271
9.9849, 0.0020, 3.1906, 28.2268, 27.9743, 27.9791, 28.0366, -19.5689, 4.0000, 1.0000, 0.0000, nan, 0.0725, 6.1107
9.9848, 0.0019, 0.3471, 27.7091, 26.5347, 26.0445, 25.7798, -15.5524, 4.0000, 1.0000, 0.0000, nan, 0.0103, 1.8074
9.9836, 0.0028, 0.9448, 22.2575, 21.8217, 21.3983, 21.0845, -23.1097, 4.0000, 1.0000, 0.1239, nan, 2.9087, 145.6231
9.9843, 0.0028, 0.3756, 27.3276, 26.2848, 26.0109, 25.8504, -15.6360, 4.0000, 1.0000, 0.0000, nan, 0.0057, 1.2049
9.9844, 0.0031, 0.2222, 28.6753, 27.9753, 27.7198, 27.5895, -12.6073, 4.0000, 1.0000, 0.0000, nan, 0.0004, 1.9795
9.9861, 0.0028, 1.4589, 27.3760, 27.3792, 27.1005, 26.8425, -19.0205, 4.0000, 1.0000, 0.0000, nan, 0.0539, 1.9795
9.9857, 0.0043, 1.4900, 27.8918, 27.9825, 27.9035, 27.7731, -17.8246, 4.0000, 1.0000, 0.0000, nan, 0.0191, 3.4426
9.9892, 0.0105, 2.3988, 26.5180, 26.4719, 26.4638, 26.5039, -21.0759, 4.0000, 1.0000, 0.0000, nan, 0.4598, 9.6394
9.9895, 0.0106, 0.8381, 28.7280, 27.8021, 26.7178, 26.3917, -17.1435, 4.0000, 1.0000, 0.0000, nan, 0.0110, 3.3566
9.9909, 0.0107, 0.4411, 27.8250, 26.4053, 25.7562, 25.4135, -16.6004, 4.0000, 1.0000, 0.0000, nan, 0.0342, 2.4959
9.9902, 0.0097, 0.7056, 24.9777, 24.4270, 23.6998, 23.4612, -20.0172, 4.0000, 1.0000, 0.1679, nan, 0.2134, 11.4467
9.9903, 0.0108, 2.4382, 27.6775, 27.4586, 27.7287, 27.3801, -19.7771, 4.0000, 1.0000, 0.0000, nan, 0.0778, 3.9590
9.9900, 0.0105, 1.9215, 26.0159, 26.2570, 25.9042, 25.6835, -20.8620, 4.0000, 1.0000, 0.0000, nan, 0.1803, 18.1599
9.9893, 0.0099, 0.7252, 28.6143, 27.1350, 25.9814, 25.5128, -18.0870, 4.0000, 1.0000, 0.0792, nan, 0.1259, 1.8934
9.9893, 0.0067, 1.4713, 26.9872, 27.0339, 26.8696, 26.7005, -18.9775, 4.0000, 1.0000, 0.0549, nan, 0.0657, 6.0246
9.9911, 0.0077, 1.1928, 26.3671, 26.3445, 26.1300, 25.5509, -19.1420, 4.0000, 1.0000, 0.1165, nan, 0.0947, 6.5410
9.9894, 0.0072, 0.7655, 27.6561, 27.1431, 26.3044, 26.1936, -17.0085, 4.0000, 1.0000, 0.0000, nan, 0.0103, 1.8934
9.9935, 0.0100, 2.1860, 25.4068, 25.3475, 25.3499, 25.0631, -23.5827, 4.0000, 1.0000, 0.4390, nan, 5.2033, 163.4387
9.9920, 0.0098, 1.4761, 27.4285, 27.1755, 26.6814, 26.4626, -20.3287, 4.0000, 1.0000, 0.0000, nan, 0.1819, 10.6721
